leave_one_ticker_max,leave_one_ticker_max_group,leave_one_ticker_min,leave_one_ticker_min_group,model,mse,rank_ic,rank_ic_ci_hi,rank_ic_ci_lo,temperature
0.03807491663240867,COST,0.026343413353420875,KLAC,DJB,0.055212050676345825,0.03297171838976824,0.0709733667201718,-0.0041787650172986305,T=0.02
0.021517068708575462,ADI,0.00863661808431376,KLAC,DJB,0.05591973289847374,0.015191123852830515,0.053742519225776914,-0.023939403768768398,T=0.10
0.0202276550276331,MS,0.009522128484976782,SNPS,RC-DJB,0.05618324503302574,0.015350556418392893,0.05592231467461198,-0.02876400718278566,T=0.02
0.024876272044078423,MS,0.014641838925894653,SNPS,RC-DJB,0.05623605474829674,0.020117166314827524,0.05943742072857572,-0.020710852178482352,T=0.10
