ci_hi,ci_lo,event_rows,full_better,intervention,intervention_minus_full_mse,reference_model
0.020288507913297248,0.016534714101612887,1194,True,no_bridge,0.018313558943860594,full_rc_djb
0.0050753188194280945,0.002464830260274251,1194,True,zero_text,0.003735976597056656,full_rc_djb
0.003606810820885337,0.0014212747255303634,1194,True,shuffled_text,0.002494715336839981,full_rc_djb
