reference_model,intervention,event_rows,intervention_minus_full_mse,ci_lo,ci_hi,full_better
full_rc_djb,no_bridge,1194,0.006642134767736493,0.004264097428465196,0.009277237058985944,True
full_rc_djb,zero_text,1194,0.004945335865669448,0.002691764178405865,0.007276352209836312,True
full_rc_djb,shuffled_text,1194,0.008109589666293007,0.0050527958010077294,0.011700847614277502,True
